state,action,reward
[-0.03 -0.24  0.06  0.33],1.0,7.203947588838101
[-0.03 -0.04  0.06  0.05],0.0,6.893275098709001
[-0.03 -0.24  0.06  0.36],1.0,6.548083443010001
[-0.04 -0.05  0.07  0.09],0.0,6.164537158900001
[-0.04 -0.24  0.07  0.41],1.0,5.738374621000001
[-0.04 -0.05  0.08  0.14],0.0,5.264860690000001
[-0.05 -0.24  0.08  0.45],0.0,4.7387341
[-0.05 -0.44  0.09  0.77],0.0,4.154149
[-0.06 -0.64  0.11  1.09],1.0,3.50461
[-0.07 -0.44  0.13  0.83],0.0,2.7829
[-0.08 -0.64  0.15  1.16],1.0,1.981
[-0.09 -0.45  0.17  0.92],1.0,1.09
[-0.1  -0.25  0.19  0.69],0.0,0.09999999999999998
[-0.11 -0.45  0.2   1.03],1.0,-1.0
[-0.04  0.02  0.04  0.05],0.0,6.164537158900001
[-0.04 -0.18  0.04  0.35],1.0,5.738374621000001
[-0.04  0.02  0.05  0.07],0.0,5.264860690000001
[-0.04 -0.18  0.05  0.38],0.0,4.7387341
[-0.04 -0.37  0.06  0.69],0.0,4.154149
[-0.05 -0.57  0.07  1.  ],1.0,3.50461
[-0.06 -0.38  0.09  0.73],0.0,2.7829
[-0.07 -0.57  0.1   1.05],0.0,1.981
[-0.08 -0.77  0.13  1.37],0.0,1.09
[-0.1  -0.97  0.15  1.7 ],1.0,0.09999999999999998
[-0.12 -0.77  0.19  1.46],0.0,-1.0
[ 0.   -0.02  0.01 -0.03],0.0,8.165510013036679
[ 0.   -0.21  0.01  0.27],0.0,7.961677792262976
[-0.   -0.41  0.02  0.56],1.0,7.7351975469588625
[-0.01 -0.21  0.03  0.28],0.0,7.4835528299542915
[-0.02 -0.41  0.04  0.58],0.0,7.203947588838101
[-0.02 -0.6   0.05  0.88],1.0,6.893275098709001
[-0.04 -0.41  0.06  0.6 ],0.0,6.548083443010001
[-0.04 -0.61  0.08  0.92],1.0,6.164537158900001
[-0.06 -0.41  0.09  0.65],0.0,5.738374621000001
[-0.07 -0.61  0.11  0.97],1.0,5.264860690000001
[-0.08 -0.41  0.13  0.71],1.0,4.7387341
[-0.09 -0.22  0.14  0.46],1.0,4.154149
[-0.09 -0.03  0.15  0.22],0.0,3.50461
[-0.09 -0.23  0.15  0.55],1.0,2.7829
[-0.1  -0.03  0.17  0.31],0.0,1.981
[-0.1  -0.23  0.17  0.65],0.0,1.09
[-0.1  -0.43  0.19  0.99],1.0,0.09999999999999998
[-0.11 -0.23  0.21  0.77],0.0,-1.0
[-0.01  0.01 -0.05  0.04],1.0,9.122569126154405
[-0.    0.21 -0.05 -0.27],0.0,9.025076806838227
[-0.    0.02 -0.05  0.01],1.0,8.91675200759803
[-0.    0.21 -0.05 -0.3 ],1.0,8.796391119553366
[ 0.    0.41 -0.06 -0.61],0.0,8.66265679950374
[ 0.01  0.21 -0.07 -0.34],0.0,8.51406311055971
[ 0.02  0.02 -0.08 -0.06],1.0,8.348959011733012
[ 0.02  0.22 -0.08 -0.38],0.0,8.165510013036679
[ 0.02  0.02 -0.08 -0.11],0.0,7.961677792262976
[ 0.02 -0.17 -0.09  0.15],1.0,7.7351975469588625
[ 0.02  0.02 -0.08 -0.17],1.0,7.4835528299542915
[ 0.02  0.22 -0.09 -0.48],1.0,7.203947588838101
[ 0.02  0.42 -0.1  -0.8 ],0.0,6.893275098709001
[ 0.03  0.22 -0.11 -0.54],0.0,6.548083443010001
[ 0.04  0.03 -0.12 -0.29],0.0,6.164537158900001
[ 0.04 -0.16 -0.13 -0.04],0.0,5.738374621000001
[ 0.03 -0.36 -0.13  0.21],0.0,5.264860690000001
[ 0.03 -0.55 -0.13  0.46],1.0,4.7387341
[ 0.01 -0.35 -0.12  0.13],1.0,4.154149
[ 0.01 -0.16 -0.11 -0.19],1.0,3.50461
[ 0.    0.04 -0.12 -0.52],1.0,2.7829
[ 0.01  0.24 -0.13 -0.85],1.0,1.981
[ 0.01  0.43 -0.15 -1.18],0.0,1.09
[ 0.02  0.24 -0.17 -0.93],1.0,0.09999999999999998
[ 0.02  0.44 -0.19 -1.27],1.0,-1.0
[ 0.03 -0.   -0.05 -0.01],0.0,8.796391119553366
[ 0.03 -0.2  -0.05  0.27],0.0,8.66265679950374
[ 0.03 -0.39 -0.04  0.54],1.0,8.51406311055971
[ 0.02 -0.2  -0.03  0.24],1.0,8.348959011733012
[ 0.02 -0.   -0.03 -0.07],0.0,8.165510013036679
[ 0.02 -0.2  -0.03  0.22],0.0,7.961677792262976
[ 0.01 -0.39 -0.02  0.5 ],0.0,7.7351975469588625
[ 0.   -0.59 -0.01  0.79],1.0,7.4835528299542915
[-0.01 -0.39  0.    0.49],1.0,7.203947588838101
[-0.02 -0.2   0.01  0.2 ],1.0,6.893275098709001
[-0.02 -0.    0.02 -0.09],0.0,6.548083443010001
[-0.02 -0.2   0.01  0.21],0.0,6.164537158900001
[-0.02 -0.39  0.02  0.5 ],0.0,5.738374621000001
[-0.03 -0.59  0.03  0.8 ],1.0,5.264860690000001
[-0.04 -0.39  0.04  0.52],1.0,4.7387341
[-0.05 -0.2   0.05  0.24],0.0,4.154149
[-0.05 -0.39  0.06  0.55],0.0,3.50461
[-0.06 -0.59  0.07  0.86],0.0,2.7829
[-0.07 -0.79  0.09  1.17],0.0,1.981
[-0.09 -0.98  0.11  1.49],0.0,1.09
[-0.11 -1.18  0.14  1.81],0.0,0.09999999999999998
[-0.13 -1.37  0.18  2.15],1.0,-1.0
[-0.03 -0.05  0.01 -0.04],1.0,9.210312213538964
[-0.03  0.15  0.01 -0.33],0.0,9.122569126154405
[-0.03 -0.05  0.   -0.03],0.0,9.025076806838227
[-0.03 -0.24  0.    0.26],1.0,8.91675200759803
[-0.04 -0.05  0.01 -0.03],1.0,8.796391119553366
[-0.04  0.15  0.01 -0.32],0.0,8.66265679950374
[-0.03 -0.05 -0.   -0.03],1.0,8.51406311055971
[-0.04  0.15 -0.   -0.32],0.0,8.348959011733012
[-0.03 -0.05 -0.01 -0.03],1.0,8.165510013036679
[-0.03  0.15 -0.01 -0.32],0.0,7.961677792262976
[-0.03 -0.05 -0.01 -0.03],1.0,7.7351975469588625
[-0.03  0.15 -0.01 -0.33],1.0,7.4835528299542915
[-0.03  0.34 -0.02 -0.63],1.0,7.203947588838101
[-0.02  0.54 -0.03 -0.93],0.0,6.893275098709001
[-0.01  0.35 -0.05 -0.64],1.0,6.548083443010001
[-0.    0.54 -0.07 -0.95],0.0,6.164537158900001
[ 0.01  0.35 -0.08 -0.68],1.0,5.738374621000001
[ 0.01  0.54 -0.1  -1.  ],0.0,5.264860690000001
[ 0.03  0.35 -0.12 -0.74],0.0,4.7387341
[ 0.03  0.16 -0.13 -0.49],1.0,4.154149
[ 0.04  0.35 -0.14 -0.82],0.0,3.50461
[ 0.04  0.16 -0.16 -0.57],0.0,2.7829
[ 0.05 -0.03 -0.17 -0.33],1.0,1.981
[ 0.04  0.16 -0.18 -0.68],0.0,1.09
[ 0.05 -0.03 -0.19 -0.44],1.0,0.09999999999999998
[ 0.05  0.17 -0.2  -0.79],1.0,-1.0
[ 0.03  0.   -0.03 -0.01],1.0,9.660065301791043
[ 0.03  0.2  -0.03 -0.31],1.0,9.622294779767826
[ 0.03  0.39 -0.04 -0.61],0.0,9.580327533075362
[ 0.04  0.2  -0.05 -0.33],0.0,9.533697258972625
[ 0.04  0.   -0.06 -0.06],0.0,9.481885843302916
[ 0.04 -0.19 -0.06  0.21],1.0,9.424317603669905
[ 0.04  0.01 -0.06 -0.1 ],0.0,9.360352892966562
[ 0.04 -0.19 -0.06  0.18],1.0,9.289280992185068
[ 0.04  0.01 -0.06 -0.13],1.0,9.210312213538964
[ 0.04  0.2  -0.06 -0.44],0.0,9.122569126154405
[ 0.04  0.01 -0.07 -0.17],0.0,9.025076806838227
[ 0.04 -0.18 -0.07  0.1 ],0.0,8.91675200759803
[ 0.04 -0.38 -0.07  0.37],0.0,8.796391119553366
[ 0.03 -0.57 -0.06  0.64],1.0,8.66265679950374
[ 0.02 -0.38 -0.05  0.33],1.0,8.51406311055971
[ 0.01 -0.18 -0.04  0.02],0.0,8.348959011733012
[ 0.01 -0.38 -0.04  0.3 ],0.0,8.165510013036679
[-0.   -0.57 -0.03  0.58],1.0,7.961677792262976
[-0.01 -0.37 -0.02  0.28],1.0,7.7351975469588625
[-0.02 -0.18 -0.02 -0.02],0.0,7.4835528299542915
[-0.02 -0.37 -0.02  0.27],1.0,7.203947588838101
[-0.03 -0.18 -0.01 -0.03],0.0,6.893275098709001
[-0.03 -0.37 -0.01  0.26],0.0,6.548083443010001
[-0.04 -0.57 -0.01  0.54],1.0,6.164537158900001
[-0.05 -0.37  0.    0.25],0.0,5.738374621000001
[-0.06 -0.57  0.01  0.54],0.0,5.264860690000001
[-0.07 -0.76  0.02  0.84],0.0,4.7387341
[-0.09 -0.96  0.04  1.14],1.0,4.154149
[-0.11 -0.76  0.06  0.85],0.0,3.50461
[-0.12 -0.96  0.07  1.16],0.0,2.7829
[-0.14 -1.16  0.1   1.48],1.0,1.981
[-0.16 -0.96  0.13  1.22],0.0,1.09
[-0.18 -1.16  0.15  1.55],0.0,0.09999999999999998
[-0.21 -1.36  0.18  1.89],1.0,-1.0
[ 0.   -0.04 -0.02  0.02],1.0,7.7351975469588625
[ 0.    0.16 -0.02 -0.28],1.0,7.4835528299542915
[ 0.01  0.36 -0.03 -0.58],0.0,7.203947588838101
[ 0.01  0.16 -0.04 -0.3 ],0.0,6.893275098709001
[ 0.02 -0.03 -0.05 -0.02],1.0,6.548083443010001
[ 0.02  0.16 -0.05 -0.32],1.0,6.164537158900001
[ 0.02  0.36 -0.05 -0.63],1.0,5.738374621000001
[ 0.03  0.55 -0.07 -0.94],1.0,5.264860690000001
[ 0.04  0.75 -0.09 -1.25],0.0,4.7387341
[ 0.05  0.56 -0.11 -0.99],0.0,4.154149
[ 0.06  0.36 -0.13 -0.73],0.0,3.50461
[ 0.07  0.17 -0.15 -0.48],1.0,2.7829
[ 0.07  0.37 -0.16 -0.82],0.0,1.981
[ 0.08  0.17 -0.17 -0.58],1.0,1.09
[ 0.09  0.37 -0.18 -0.92],1.0,0.09999999999999998
[ 0.09  0.57 -0.2  -1.26],1.0,-1.0
[ 0.02 -0.01  0.03 -0.01],1.0,6.893275098709001
[ 0.02  0.18  0.03 -0.3 ],0.0,6.548083443010001
[ 0.02 -0.02  0.02  0.  ],0.0,6.164537158900001
[ 0.02 -0.21  0.02  0.3 ],0.0,5.738374621000001
[ 0.02 -0.41  0.03  0.6 ],0.0,5.264860690000001
[ 0.01 -0.6   0.04  0.9 ],1.0,4.7387341
[-0.   -0.41  0.06  0.62],0.0,4.154149
[-0.01 -0.6   0.07  0.93],1.0,3.50461
[-0.02 -0.41  0.09  0.66],0.0,2.7829
[-0.03 -0.61  0.1   0.98],0.0,1.981
[-0.04 -0.8   0.12  1.3 ],0.0,1.09
[-0.06 -1.    0.15  1.63],0.0,0.09999999999999998
[-0.08 -1.19  0.18  1.96],0.0,-1.0
[ 0.02  0.03 -0.03 -0.01],0.0,6.893275098709001
[ 0.02 -0.16 -0.03  0.28],1.0,6.548083443010001
[ 0.02  0.03 -0.02 -0.02],1.0,6.164537158900001
[ 0.02  0.23 -0.03 -0.33],1.0,5.738374621000001
[ 0.02  0.43 -0.03 -0.63],1.0,5.264860690000001
[ 0.03  0.62 -0.04 -0.93],0.0,4.7387341
[ 0.04  0.43 -0.06 -0.65],1.0,4.154149
[ 0.05  0.62 -0.08 -0.96],1.0,3.50461
[ 0.06  0.82 -0.09 -1.28],0.0,2.7829
[ 0.08  0.62 -0.12 -1.02],1.0,1.981
[ 0.09  0.82 -0.14 -1.34],1.0,1.09
[ 0.11  1.02 -0.17 -1.68],1.0,0.09999999999999998
[ 0.13  1.21 -0.2  -2.02],1.0,-1.0
[ 0.04  0.03 -0.01 -0.  ],0.0,8.165510013036679
[ 0.04 -0.16 -0.01  0.28],1.0,7.961677792262976
[ 0.04  0.03 -0.01 -0.01],0.0,7.7351975469588625
[ 0.04 -0.16 -0.01  0.28],0.0,7.4835528299542915
[ 0.04 -0.36 -0.    0.57],1.0,7.203947588838101
[ 0.03 -0.16  0.01  0.27],0.0,6.893275098709001
[ 0.03 -0.36  0.01  0.57],1.0,6.548083443010001
[ 0.02 -0.16  0.03  0.28],0.0,6.164537158900001
[ 0.02 -0.36  0.03  0.58],1.0,5.738374621000001
[ 0.01 -0.16  0.04  0.3 ],0.0,5.264860690000001
[ 0.01 -0.36  0.05  0.61],0.0,4.7387341
[-0.   -0.56  0.06  0.91],1.0,4.154149
[-0.01 -0.36  0.08  0.64],0.0,3.50461
[-0.02 -0.56  0.09  0.96],0.0,2.7829
[-0.03 -0.75  0.11  1.28],0.0,1.981
[-0.05 -0.95  0.14  1.6 ],1.0,1.09
[-0.06 -0.76  0.17  1.36],0.0,0.09999999999999998
[-0.08 -0.95  0.2   1.7 ],0.0,-1.0
[ 0.02 -0.02 -0.02  0.  ],0.0,9.025076806838227
[ 0.02 -0.22 -0.02  0.29],0.0,8.91675200759803
[ 0.02 -0.41 -0.01  0.58],1.0,8.796391119553366
[ 0.01 -0.22 -0.    0.28],1.0,8.66265679950374
[ 0.   -0.02  0.   -0.01],0.0,8.51406311055971
[ 0.   -0.22  0.    0.28],0.0,8.348959011733012
[-0.   -0.41  0.01  0.58],1.0,8.165510013036679
[-0.01 -0.22  0.02  0.29],1.0,7.961677792262976
[-0.01 -0.02  0.03  0.  ],1.0,7.7351975469588625
[-0.01  0.17  0.03 -0.28],1.0,7.4835528299542915
[-0.01  0.37  0.02 -0.57],0.0,7.203947588838101
[-0.    0.17  0.01 -0.27],1.0,6.893275098709001
[ 0.    0.36  0.01 -0.56],1.0,6.548083443010001
[ 0.01  0.56 -0.01 -0.85],1.0,6.164537158900001
[ 0.02  0.76 -0.02 -1.14],0.0,5.738374621000001
[ 0.03  0.56 -0.05 -0.86],1.0,5.264860690000001
[ 0.05  0.76 -0.06 -1.16],0.0,4.7387341
[ 0.06  0.56 -0.09 -0.89],0.0,4.154149
[ 0.07  0.37 -0.1  -0.63],1.0,3.50461
[ 0.08  0.56 -0.12 -0.95],1.0,2.7829
[ 0.09  0.76 -0.14 -1.28],0.0,1.981
[ 0.11  0.57 -0.16 -1.03],0.0,1.09
[ 0.12  0.38 -0.18 -0.79],1.0,0.09999999999999998
[ 0.12  0.57 -0.2  -1.14],0.0,-1.0
[-0.04 -0.05 -0.02 -0.02],1.0,8.165510013036679
[-0.04  0.15 -0.02 -0.32],0.0,7.961677792262976
[-0.04 -0.05 -0.03 -0.04],0.0,7.7351975469588625
[-0.04 -0.24 -0.03  0.25],0.0,7.4835528299542915
[-0.04 -0.44 -0.02  0.53],1.0,7.203947588838101
[-0.05 -0.24 -0.01  0.23],1.0,6.893275098709001
[-0.06 -0.05 -0.01 -0.07],1.0,6.548083443010001
[-0.06  0.15 -0.01 -0.36],1.0,6.164537158900001
[-0.06  0.34 -0.02 -0.66],1.0,5.738374621000001
[-0.05  0.54 -0.03 -0.96],0.0,5.264860690000001
[-0.04  0.35 -0.05 -0.67],1.0,4.7387341
[-0.03  0.54 -0.06 -0.98],1.0,4.154149
[-0.02  0.74 -0.08 -1.29],0.0,3.50461
[-0.01  0.54 -0.11 -1.03],1.0,2.7829
[ 0.01  0.74 -0.13 -1.35],0.0,1.981
[ 0.02  0.55 -0.16 -1.1 ],1.0,1.09
[ 0.03  0.74 -0.18 -1.44],0.0,0.09999999999999998
[ 0.05  0.55 -0.21 -1.21],1.0,-1.0
[ 0.05 -0.04  0.01 -0.02],1.0,9.210312213538964
[ 0.05  0.15  0.01 -0.3 ],0.0,9.122569126154405
[ 0.05 -0.04  0.01 -0.01],1.0,9.025076806838227
[ 0.05  0.15  0.01 -0.3 ],1.0,8.91675200759803
[ 0.05  0.35  0.   -0.59],0.0,8.796391119553366
[ 0.06  0.15 -0.01 -0.3 ],1.0,8.66265679950374
[ 0.06  0.35 -0.02 -0.59],0.0,8.51406311055971
[ 0.07  0.15 -0.03 -0.3 ],0.0,8.348959011733012
[ 0.07 -0.04 -0.04 -0.02],0.0,8.165510013036679
[ 0.07 -0.24 -0.04  0.26],0.0,7.961677792262976
[ 0.07 -0.43 -0.03  0.54],0.0,7.7351975469588625
[ 0.06 -0.63 -0.02  0.82],0.0,7.4835528299542915
[ 0.04 -0.82 -0.    1.11],1.0,7.203947588838101
[ 0.03 -0.63  0.02  0.82],1.0,6.893275098709001
[ 0.02 -0.43  0.04  0.53],0.0,6.548083443010001
[ 0.01 -0.63  0.05  0.83],1.0,6.164537158900001
[-0.01 -0.43  0.06  0.56],1.0,5.738374621000001
[-0.01 -0.24  0.07  0.28],0.0,5.264860690000001
[-0.02 -0.43  0.08  0.6 ],0.0,4.7387341
[-0.03 -0.63  0.09  0.92],1.0,4.154149
[-0.04 -0.44  0.11  0.65],0.0,3.50461
[-0.05 -0.63  0.12  0.98],0.0,2.7829
[-0.06 -0.83  0.14  1.31],1.0,1.981
[-0.08 -0.64  0.17  1.06],1.0,1.09
[-0.09 -0.44  0.19  0.83],0.0,0.09999999999999998
[-0.1  -0.64  0.21  1.17],0.0,-1.0
[ 0.03 -0.02 -0.02  0.  ],0.0,8.165510013036679
[ 0.03 -0.21 -0.02  0.29],1.0,7.961677792262976
[ 0.03 -0.02 -0.02 -0.01],0.0,7.7351975469588625
[ 0.03 -0.21 -0.02  0.27],1.0,7.4835528299542915
[ 0.02 -0.02 -0.01 -0.02],1.0,7.203947588838101
[ 0.02  0.18 -0.01 -0.32],1.0,6.893275098709001
[ 0.03  0.37 -0.02 -0.62],1.0,6.548083443010001
[ 0.03  0.57 -0.03 -0.92],0.0,6.164537158900001
[ 0.05  0.37 -0.05 -0.63],0.0,5.738374621000001
[ 0.05  0.18 -0.06 -0.36],0.0,5.264860690000001
[ 0.06 -0.01 -0.07 -0.08],1.0,4.7387341
[ 0.06  0.18 -0.07 -0.4 ],1.0,4.154149
[ 0.06  0.38 -0.08 -0.71],1.0,3.50461
[ 0.07  0.57 -0.09 -1.03],1.0,2.7829
[ 0.08  0.77 -0.11 -1.35],0.0,1.981
[ 0.09  0.58 -0.14 -1.1 ],1.0,1.09
[ 0.11  0.77 -0.16 -1.43],0.0,0.09999999999999998
[ 0.12  0.58 -0.19 -1.19],1.0,-1.0
[0.01 0.04 0.01 0.  ],0.0,9.025076806838227
[ 0.02 -0.16  0.01  0.3 ],1.0,8.91675200759803
[0.01 0.04 0.02 0.01],1.0,8.796391119553366
[ 0.01  0.23  0.02 -0.28],1.0,8.66265679950374
[ 0.02  0.43  0.01 -0.57],0.0,8.51406311055971
[ 0.03  0.23 -0.   -0.27],0.0,8.348959011733012
[ 0.03  0.04 -0.01  0.02],1.0,8.165510013036679
[ 0.03  0.23 -0.01 -0.27],1.0,7.961677792262976
[ 0.04  0.43 -0.01 -0.57],0.0,7.7351975469588625
[ 0.04  0.23 -0.02 -0.28],1.0,7.4835528299542915
[ 0.05  0.43 -0.03 -0.58],1.0,7.203947588838101
[ 0.06  0.62 -0.04 -0.88],1.0,6.893275098709001
[ 0.07  0.82 -0.06 -1.19],0.0,6.548083443010001
[ 0.09  0.62 -0.08 -0.91],0.0,6.164537158900001
[ 0.1   0.43 -0.1  -0.65],1.0,5.738374621000001
[ 0.11  0.63 -0.11 -0.97],0.0,5.264860690000001
[ 0.12  0.43 -0.13 -0.71],0.0,4.7387341
[ 0.13  0.24 -0.15 -0.46],0.0,4.154149
[ 0.13  0.05 -0.16 -0.22],0.0,3.50461
[ 0.13 -0.14 -0.16  0.02],1.0,2.7829
[ 0.13  0.05 -0.16 -0.32],1.0,1.981
[ 0.13  0.25 -0.17 -0.66],1.0,1.09
[ 0.14  0.45 -0.18 -1.  ],1.0,0.09999999999999998
[ 0.15  0.64 -0.2  -1.34],1.0,-1.0
[ 0.05  0.01 -0.04 -0.02],1.0,8.66265679950374
[ 0.05  0.21 -0.04 -0.32],0.0,8.51406311055971
[ 0.05  0.01 -0.05 -0.05],1.0,8.348959011733012
[ 0.05  0.21 -0.05 -0.35],1.0,8.165510013036679
[ 0.06  0.4  -0.06 -0.66],0.0,7.961677792262976
[ 0.07  0.21 -0.07 -0.39],0.0,7.7351975469588625
[ 0.07  0.02 -0.08 -0.12],0.0,7.4835528299542915
[ 0.07 -0.18 -0.08  0.15],0.0,7.203947588838101
[ 0.07 -0.37 -0.08  0.41],0.0,6.893275098709001
[ 0.06 -0.57 -0.07  0.68],0.0,6.548083443010001
[ 0.05 -0.76 -0.06  0.95],1.0,6.164537158900001
[ 0.03 -0.56 -0.04  0.64],0.0,5.738374621000001
[ 0.02 -0.76 -0.02  0.92],1.0,5.264860690000001
[ 0.01 -0.56 -0.01  0.62],0.0,4.7387341
[-0.   -0.76  0.01  0.91],0.0,4.154149
[-0.02 -0.95  0.02  1.21],0.0,3.50461
[-0.04 -1.15  0.05  1.51],0.0,2.7829
[-0.06 -1.34  0.08  1.81],0.0,1.981
[-0.09 -1.54  0.11  2.13],0.0,1.09
[-0.12 -1.74  0.16  2.46],0.0,0.09999999999999998
[-0.15 -1.93  0.21  2.79],1.0,-1.0
[-0.03  0.03 -0.01 -0.03],0.0,7.4835528299542915
[-0.02 -0.17 -0.01  0.26],1.0,7.203947588838101
[-0.03  0.03 -0.   -0.03],0.0,6.893275098709001
[-0.03 -0.17 -0.    0.26],0.0,6.548083443010001
[-0.03 -0.36  0.    0.55],0.0,6.164537158900001
[-0.04 -0.56  0.01  0.85],0.0,5.738374621000001
[-0.05 -0.75  0.03  1.14],1.0,5.264860690000001
[-0.06 -0.56  0.05  0.86],0.0,4.7387341
[-0.08 -0.75  0.07  1.17],1.0,4.154149
[-0.09 -0.56  0.09  0.9 ],0.0,3.50461
[-0.1  -0.76  0.11  1.22],1.0,2.7829
[-0.12 -0.56  0.14  0.96],0.0,1.981
[-0.13 -0.76  0.15  1.3 ],1.0,1.09
[-0.14 -0.57  0.18  1.05],0.0,0.09999999999999998
[-0.15 -0.76  0.2   1.4 ],1.0,-1.0
[ 0.02 -0.    0.04  0.02],0.0,5.738374621000001
[ 0.02 -0.2   0.04  0.32],1.0,5.264860690000001
[ 0.01 -0.01  0.05  0.04],0.0,4.7387341
[ 0.01 -0.2   0.05  0.35],0.0,4.154149
[ 0.01 -0.4   0.06  0.66],0.0,3.50461
[ 0.   -0.59  0.07  0.97],0.0,2.7829
[-0.01 -0.79  0.09  1.29],0.0,1.981
[-0.03 -0.99  0.12  1.61],1.0,1.09
[-0.05 -0.79  0.15  1.35],0.0,0.09999999999999998
[-0.06 -0.99  0.18  1.69],1.0,-1.0
[ 0.01 -0.03 -0.   -0.03],0.0,9.937009414132756
[ 0.01 -0.23 -0.01  0.26],1.0,9.930010460147507
[ 0.   -0.03 -0.   -0.03],1.0,9.922233844608341
[ 0.    0.16 -0.   -0.32],0.0,9.913593160675934
[ 0.   -0.03 -0.01 -0.03],0.0,9.903992400751036
[ 0.   -0.23 -0.01  0.26],0.0,9.893324889723374
[-0.   -0.42 -0.    0.55],1.0,9.881472099692637
[-0.01 -0.23  0.01  0.25],0.0,9.868302332991819
[-0.01 -0.42  0.01  0.55],1.0,9.8536692588798
[-0.02 -0.23  0.02  0.26],1.0,9.837410287644222
[-0.03 -0.03  0.03 -0.02],0.0,9.819344764049134
[-0.03 -0.23  0.03  0.28],1.0,9.799271960054593
[-0.03 -0.03  0.03 -0.  ],1.0,9.776968844505104
[-0.03  0.16  0.03 -0.29],0.0,9.752187605005672
[-0.03 -0.03  0.03  0.02],0.0,9.724652894450745
[-0.03 -0.23  0.03  0.32],0.0,9.694058771611939
[-0.03 -0.43  0.04  0.62],0.0,9.660065301791043
[-0.04 -0.62  0.05  0.92],1.0,9.622294779767826
[-0.06 -0.43  0.07  0.65],1.0,9.580327533075362
[-0.06 -0.23  0.08  0.38],1.0,9.533697258972625
[-0.07 -0.04  0.09  0.11],1.0,9.481885843302916
[-0.07  0.15  0.09 -0.15],0.0,9.424317603669905
[-0.07 -0.04  0.09  0.16],0.0,9.360352892966562
[-0.07 -0.24  0.09  0.48],1.0,9.289280992185068
[-0.07 -0.04  0.1   0.22],1.0,9.210312213538964
[-0.07  0.15  0.1  -0.04],0.0,9.122569126154405
[-0.07 -0.05  0.1   0.28],0.0,9.025076806838227
[-0.07 -0.24  0.11  0.61],1.0,8.91675200759803
[-0.08 -0.05  0.12  0.35],1.0,8.796391119553366
[-0.08  0.14  0.13  0.1 ],1.0,8.66265679950374
[-0.07  0.34  0.13 -0.15],1.0,8.51406311055971
[-0.07  0.53  0.13 -0.4 ],1.0,8.348959011733012
[-0.06  0.72  0.12 -0.65],1.0,8.165510013036679
[-0.04  0.92  0.11 -0.91],0.0,7.961677792262976
[-0.02  0.72  0.09 -0.58],1.0,7.7351975469588625
[-0.01  0.91  0.08 -0.85],0.0,7.4835528299542915
[ 0.01  0.72  0.06 -0.53],0.0,7.203947588838101
[ 0.02  0.52  0.05 -0.22],0.0,6.893275098709001
[0.03 0.33 0.04 0.09],0.0,6.548083443010001
[0.04 0.13 0.05 0.39],1.0,6.164537158900001
[0.04 0.32 0.05 0.12],0.0,5.738374621000001
[0.05 0.13 0.06 0.42],0.0,5.264860690000001
[ 0.05 -0.07  0.06  0.73],1.0,4.7387341
[0.05 0.13 0.08 0.46],0.0,4.154149
[ 0.05 -0.07  0.09  0.78],1.0,3.50461
[0.05 0.12 0.1  0.51],0.0,2.7829
[ 0.05 -0.07  0.11  0.84],0.0,1.981
[ 0.05 -0.27  0.13  1.16],0.0,1.09
[ 0.05 -0.46  0.15  1.49],0.0,0.09999999999999998
[ 0.04 -0.66  0.18  1.83],1.0,-1.0
[-0.02  0.04  0.03 -0.04],0.0,7.961677792262976
[-0.02 -0.16  0.03  0.26],1.0,7.7351975469588625
[-0.02  0.03  0.03 -0.02],0.0,7.4835528299542915
[-0.02 -0.16  0.03  0.28],0.0,7.203947588838101
[-0.02 -0.36  0.04  0.59],1.0,6.893275098709001
[-0.03 -0.16  0.05  0.31],0.0,6.548083443010001
[-0.03 -0.36  0.06  0.62],1.0,6.164537158900001
[-0.04 -0.16  0.07  0.34],1.0,5.738374621000001
[-0.04  0.03  0.08  0.07],0.0,5.264860690000001
[-0.04 -0.17  0.08  0.39],0.0,4.7387341
[-0.05 -0.36  0.09  0.7 ],0.0,4.154149
[-0.05 -0.56  0.1   1.02],0.0,3.50461
[-0.07 -0.75  0.12  1.34],1.0,2.7829
[-0.08 -0.56  0.15  1.09],1.0,1.981
[-0.09 -0.37  0.17  0.85],1.0,1.09
[-0.1  -0.18  0.19  0.61],0.0,0.09999999999999998
[-0.1  -0.37  0.2   0.96],1.0,-1.0
[-0.03 -0.04 -0.02 -0.03],1.0,5.264860690000001
[-0.03  0.15 -0.02 -0.33],1.0,4.7387341
[-0.03  0.35 -0.02 -0.62],1.0,4.154149
[-0.02  0.54 -0.04 -0.92],1.0,3.50461
[-0.01  0.74 -0.05 -1.23],1.0,2.7829
[ 0.    0.93 -0.08 -1.54],1.0,1.981
[ 0.02  1.13 -0.11 -1.85],0.0,1.09
[ 0.04  0.94 -0.15 -1.6 ],1.0,0.09999999999999998
[ 0.06  1.13 -0.18 -1.93],0.0,-1.0
[ 0.04 -0.01  0.03 -0.05],1.0,9.360352892966562
[ 0.04  0.18  0.03 -0.33],1.0,9.289280992185068
[ 0.04  0.37  0.03 -0.61],1.0,9.210312213538964
[ 0.05  0.57  0.01 -0.89],0.0,9.122569126154405
[ 0.06  0.37 -0.   -0.6 ],0.0,9.025076806838227
[ 0.07  0.18 -0.02 -0.31],0.0,8.91675200759803
[ 0.07 -0.02 -0.02 -0.02],1.0,8.796391119553366
